FOSSIL ID,DATE,INQUIRY ID,AMNH ID,FOSSIL?,INQUIRY EMAIL,AMNH RESPONSE EMAIL
54,20 Aug 2015,“Embryo of a spinosauridae” and fossil egg,Rocks,N,"From: kel  Sent: Thursday, August 20, 2015 5:57 AM  Subject: Spinosaurus fossill?
Dear Carl Mehling at The Americam Museum of Natural History,
Found this on a beach 
I believe it has been eroded of an reef area that was once landpart of the landmass subject to volcanic activity.  
From what I have read I feel that it is the embryo of a spinosauridae.
The area is beaches, mangrove swamps. 
Would be interested in your opinion.
Sincerely Kel

[File name 1. serated skin]

[File name 2. folded sail on back]

[File name 3. sail]

[File name 4. sensory nodules on snout]

[File name 5. teeth]

[File name 6. feet curled up]

[File name 7. side angle]

[File name 8. flip side of fossil]

[File name 9. associated egg similar location]

[File name 10. flip side of associated egg]

[File name 11. clawed foot]

[File name 12. two 3 claw kicking JPG]

From: kel Sent: Friday, August 21, 2015 5:32 AM  Subject: Spinosaurus fossill
Maybe there has been a lot of detail lost in the translation re computers and files I'll try and draw what I see on the image and include it. 
As far as reading is concerned I've read everything I could find on this species, books, online searches. I know that nothing has been found re dinosaur embryo…...yet. 
This is a first it has been protected by silt, sand or consumed another dinosaur and somehow preserved. 
I just kept looking at it and features kept falling into place. 
I am aware that people look at water warn rocks and imagine 'rogue test style' what they would like to see but there is just too much evidence here. Too many things in the right place. The size of the egg 4 to 6 inches typical therapod egg, this is 4 inches. It has four limbs, Large feet, smaller arms, three prominent claws on each, crocodilian snout shape, teeth, prominence down back sail area, tail is wrapped around (can't quite tell where) I can see a serrated patten on skin, it's subtle but present.
I'm going to send it to some other museums I'll let u know what they say.
To me this is the closest we have come to looking a real dinosaur apart from mummified skin and the classic bones. It's like a snap shot. I know u think I'm a kook. I must say I am a novice but keep looking at this. It's a reality. Most people I have shown it to see it, some don't. I think it's unique and exhibit worthy.
Kel 

From: kel Sent: Friday, August 21, 2015 9:07 PM  Subject: Re: Spinosaurus fossill
Thanks Carl.
Kel","From: Carl Mehling  Sent: Friday, August 21, 2015 10:05 AM To: 'kel' Subject: RE: Spinosaurus fossill
Hi Kel,
All I can really say at this point is that I have handled and seen up-close all manner of fossils and a huge number of fossil eggs and your find falls short on all the details that would confirm it as such.
Fossil eggs usually have an easily identifiable shell which differs significantly from the enclosed sediments either by having a fine, and specific kind of surface ornamentation, which is lacking here, or a specific type of crystalline structure in cross-section. Also, because eggshell is so brittle, the shell is almost always heavily cracked with apparent shifting of the eggshell bits – I see nothing that could be described as eggshell here. Also, the entire animal with all of its flesh would be incredibly unexpected – bones would be much more likely, as rare as they are.
And as you know, Spinosaurus is only known from North Africa, so if this was found anywhere else that would also speak against this being any kind of Spinosaurus fossil.
Please do seek other opinions because mine is merely one. But have you considered how you will react if several experts echo my opinion?
Best,
Carl

From: Carl Mehling  Sent: Thursday, August 20, 2015 11:01 AM To: 'kel' Subject: RE: Spinosaurus fossill?
Hi Kel,
Thanks for your email. I’ve had a look at your photos and see no details at all that would convince me this is a fossil. Both pieces appear to be water worn and cracked pieces of sandstone. Unfortunately, I can’t see any of the features you cite in your file names. Can you tell me what you read that convinced you this was a spinosaurid embryo? As of yet, none have been found. 
Best,
Carl"
55,20 Aug 2015,Fossil,Probably just a rock,N,"From: brink Sent: Thursday, August 20, 2015 11:18 AM To: Carl Mehling Subject: Fossil?","From: Carl Mehling  Sent: Thursday, August 20, 2015 11:34 AM To: 'brink' Subject: RE: Fossil?
Hi Mystery Person,
Thanks for your email. I’ve had a look at your photos and can’t see any details that would convince me it’s a fossil. It may be, but it isn’t showing details I would need to see in order to make a confident fossil ID. My feeling is that it is some kind of non-organismal geologic oddity.
Best, Carl"
56,20 Aug 2015,Fossil,Rock,N,"From: joel  Sent: Thursday, August 20, 2015 6:20 PM  Subject: Fossil identification
Hello my name is Joel. I was wonderingif you could help me out with trying to identify a fossil I found in a river bed while in Arkansas. I have attached an image of what I believe is a fossil of some sort. 

From: joel  Sent: Sunday, August 23, 2015 5:55 PM  Subject: Fwd: RE: Fossil identification
Hello Carl
I have attached a few few more images and few close up's. I hope the light will be good enough. Also for a little more info on were I found this was river called Buffalo river located in Arkansas. When you wet the rock the fossil stands out more. Thanks for taking time on this.
Joel

From: joel  Sent: Monday, August 24, 2015 5:38 PM  Subject: RE: RE: Fossil identification
Thanks for trying. The weird thing with it is when you get it wet more of the details come out. I do appreciate your time on it though.

From: joel  Sent: Tuesday, August 25, 2015 9:56 AM  Subject: RE: RE: Fossil identification
Do you have any recommendations on how to try to figure out what it possibly could be? 

From: joel  Sent: Tuesday, August 25, 2015 10:41 AM  Subject: RE: RE: Fossil identification
Carl
Thanks for all your time. Also thanks for helping to point me in the right direction.","From: Carl Mehling  Sent: Friday, August 21, 2015 10:11 AM To: 'joel' Subject: RE: Fossil identification
Hi Joel,
Thanks for your email. I have to say I’m having some trouble making out your find. Can you shoot it in direct sunlight? And from a couple of angles? That might clarify some of the details. I’m curious!
Best, Carl

From: Carl Mehling  Sent: Monday, August 24, 2015 4:35 PM To: 'joel' Subject: RE: RE: Fossil identification
Hi Joel,
Thanks for these – they are definitely better. Unfortunately, I still don’t know what it is. I can say that I strongly doubt it’s a fossil: it lacks the finer details I’d want to see in order to confidently ID it as a fossil.
Sorry I couldn’t be of more help.
Best,  Carl

From: Carl Mehling  Sent: Tuesday, August 25, 2015 9:43 AM To: 'joel' Subject: RE: RE: Fossil identification
Wetting certain types of fossils is definitely a great way to bring out certain details. I just wish I could tell you more – it is a very intriguing geologic wonder!

From: Carl Mehling  Sent: Tuesday, August 25, 2015 10:23 AM To: 'joel' Subject: RE: RE: Fossil identification
Hi Joel,
The best thing to do would be to take it to a nearby natural history museum that has a resident geologist or paleontologist that might know the local story better. And you should post it to the Fossil Forum, which is a huge online group of very adept professionals and amateurs. See what they might add!
Best, Carl

From: Carl Mehling  Sent: Tuesday, August 25, 2015 12:18 PM To: 'joel' Subject: RE: RE: Fossil identification
No sweat!"
57,21 Aug 2015,Fossils,"Probable partial ammonite, unidentifiable fossil, chert",M,"From: frito Sent: Friday, August 21, 2015 12:31 PM  Subject: fossil id.
Hi Carl, I was unable to send on your site, because of POP3 failed? So I'm attempting an email with these photos of samples from the Bandera, Tx. hill country area NW of San Antonio about 50 miles. They were surface finds, and well worn. Unknown 1, polished:unknown 2, 1 1/2"" x 1 1/4"" x 1"" thick.","From: Carl Mehling  Sent: Monday, August 31, 2015 3:44 PM To: 'frito' Subject: RE: fossil id.
Hi Frito,
Thanks for your email and your patience. The first fossil you poster looks a lot like an ammonite. Ammonites are extinct, shelled relatives of today’s octopuses. They went extinct around 65 million years ago in the Late Cretaceous. The rocks around Bandera are all Cretaceous so this fits very well. The white marks in the second specimen you posted certainly appears to be a fossil but not enough of it is exposed for me to make a worthwhile guess as to what it is. The last one appears to be a piece of chert rather than a fossil. Two out of three ain’t bad!
Best, Carl"
58,21 Aug 2015,Marine turtle fossil,Rock,N,"From: cj Sent: Friday, August 21, 2015 6:40 PM  Subject: Marine turtle fossil
Hi. I found this turtle fossil in a ravine behind my barn here in NW Ga.   
Its cast in limestone.
Please let me know if you have any information on this treasure.
Sincerely,
CJ

From: cj
Sent: Monday, August 24, 2015 4:28 PM
Subject: Re: Marine turtle fossil
Hi, Mr. Mehling.  Thank you for your quick reply. I did not receive the attachments.  However,  there are six pieces to the shell which are visible.  I truly feel confident your views would be different if you were to inspect this in person.
Unfortunately,  New York is too far away for a quick drive.
There is evidence of a rose quartz vein on the posterior of the stone.   
Thank you, again, for your time and opinion.
Sincerely,
CJ

From: cj Sent: Monday, August 24, 2015 4:42 PM  Subject: Re: Marine turtle fossil
Thank you..there are three other pieces to the shell which cannot be seen in this photograph.
This particular area is rich in fossils.  I have a specimen of coral from the same material positively identified...
Thank you, again, for your time.
CJ

Marine Or Land Turtle. Photo Included!:)
Started by Ridge/valley collector, Yesterday, 09:16 PM
Hi! I'm new to this and my data is so slow.! This specimen is from NW Ga home to The valley and ridge region. I'm enjoying your forum! Its limestone. Any thoughts, please? Thank you!

Auspex Posted Yesterday, 10:00 PM
From the image, I believe it to be a suggestively weathered rock.

Ridge/valley collector Posted Yesterday, 10:11 PM

ynot
Posted Yesterday, 11:09 PM
Welcome to the forum!
It would help if You could clean the rock a little better. Try a tooth brush with some soap and water. If that does not work use some vinegar with the soap.
Better focus on the photo would also help.
Tony

Ridge/valley collector
Posted Today, 04:03 AM
Thank you, Tony. I wasn't sure what would be best. I will post the new photos soon.  

edd Posted Today, 04:14 AM
I think it's still just a rock.

Auspex Posted Today, 07:51 AM
The Paleozoic rocks in your area have an ancient and tortured history, predating turtles of any kind.

Plax Posted Today, 08:54 AM
wish we had the Valley and Ridge Province in NC. Going South It makes a sharp right in Virginia and goes completely around North Carolina. This is why North Carolina has no (or almost no) paleozoic fossils. North West Georgia reminds of the Valley and Ridge Province in my home state of Pennsylvania. Should have plenty of Paleozoic Fossils in your neighborhood. I'd google ""Georgia Paleozoic fossils"" and see what you get.

Ridge/valley collector Posted Today, 10:01 AM
Thank you, All. I appreciate Your input. This area is loaded with fossils. Just 15 miles away from here there have been studies by colleges. Regardless...its a beautiful specimen. Thanks again for the advice on cleaning. ","From: Carl Mehling  Sent: Monday, August 24, 2015 4:01 PM To: 'cj' Subject: RE: Marine turtle fossil
Hi CJ,
Thanks for your email. I've had a look at the photos and feel pretty convinced it's not a fossil turtle. There are subtle details that lead me away from seeing a turtle. In my attached image at the 3 places marked ""A"" you can see a clear, blocky, crystalline structure. I've never seen fossil bone preserve like this. Also, turtle shell bones almost never meet with four bones sharing a corner. This would form an X-shaped junction as can be seen in your find. Turtle shell bones almost always meet with three bones sharing a corner in a Y-shaped junction. Finally, the rocks in NW GA are all much older than the oldest turtle.
Sorry for the bad news,
Carl

From: Carl Mehling  Sent: Monday, August 24, 2015 4:37 PM To: 'cj.lively@yahoo.com' Subject: RE: Marine turtle fossil
So sorry about forgetting the attachment: here it is."
59,21 Aug 2015,Plateosaurus,Fossil cave bear finger,Y,"From: Clayton  Sent: Friday, August 21, 2015 7:07 PM  Subject: Dinosaur Bones
Hello,  I recently received this piece through an estate and would like to put a Dinosaur to the bone.  I believe I may have figured some of it out, but not all.  The ""MC"" I believe stands for Metacarpal, the IV for the 4th digit, the SIN is a mystery.  It is also written ""Gondenans-les-Moulins 1952"" this is a region in France, but cannot find any information regarding this find or site.  I had done some matching on line and thought at first it to be a Plateosaurus, but the 4th does not compare.  Here are a few Pics  This may take several emails

From: Clayton Sent: Friday, August 21, 2015 7:09 PM To: Carl Mehling Subject: MORE PICS

From: Clayton  Sent: Tuesday, August 25, 2015 7:51 AM To: Carl Mehling Subject: Re: Dinosaur Bones
Thank you for your time and quick reply.  Best regards, Clayton","From: Carl Mehling  Sent: Monday, August 24, 2015 4:17 PM To: 'Clayton' Subject: RE: Dinosaur Bones
Hi Clayton,
Thanks for your email. I’ve had a look at your photos and can say that it definitely isn’t a dinosaur. What you have is almost certainly a fossil cave bear finger. ‘MC IV sin.’ would stand for ‘left 4th metcarpal’ because ‘sin.’ Is an abbreviation for ‘sinistral’ or left. And as it turns out fossil cave bears are well–known from the cave of Gondenans-les-Moulins. Nice acquisition!
Best, Carl

From: Carl Mehling  Sent: Tuesday, August 25, 2015 9:48 AM To: 'Clayton' Subject: RE: Dinosaur Bones
My pleasure!"
60,24 Aug 2015,Possible fossil,Possible trace fossil,M,"From: james  Sent: Monday, August 24, 2015 2:48 PM To: Carl Mehling Subject: Possible fossil?
Found this in a creek a few weeks back and was wondering what I found. Thanks for any info. Nick

From: james Sent: Tuesday, August 25, 2015 10:07 AM  Subject: RE: Possible fossil?
Thanks so much for the quick response.  I found it laying in a creek behind our house. One side of the creek is a large rock ledge, where I'm assuming it came from. The tunnel does make sence. Thank you so much.","From: Carl Mehling  Sent: Tuesday, August 25, 2015 9:41 AM To: 'james dillon' Subject: RE: Possible fossil?
Hi Nick,
Thanks for your email. Your find has very few details to suggest it was a fossil but it is still very suggestive. If it is a fossil it is most likely to be a trace fossil, maybe some kind of tunnel made by an aquatic burrowing animal in wet mud. Can you tell me where it was found? With that information I might be able to see how likely that ID might be.
Best, Carl

From: Carl Mehling  Sent: Tuesday, August 25, 2015 10:14 AM To: 'james dillon' Subject: RE: Possible fossil?
My pleasure!"
61,25 Aug 2015,Possible fossilised [sic] egg,Mineral accumulation,N,"From: Sergio  Sent: Tuesday, August 25, 2015 10:05 AM  Subject: Fossil?
Hi Mr Mehling I found this egg shaped stone encrusted in another white stone, and I'm wondering if this could be a fossilised egg, if you could help me to identify the stone I would be very happy. 
PS: the scale is in centimeters
Thank you Sergio","From: Carl Mehling  Sent: Tuesday, August 25, 2015 3:26 PM To: 'Sergio Bettencourt' Subject: RE: Fossil?
Hi Sergio,
I have had a look at your attached photos, and although it is sometimes hard to be sure with photos, I'd be very surprised if this was a fossil egg.  It somewhat resembles an egg, but it is much more likely to be a mineral accumulation of some kind – it’s resemblance to an egg is merely accidental. It lacks several details that would make it a convincing egg fossil. Fossil eggs usually have an easily identifiable shell which differs significantly from the enclosed sediments either by having a fine, specific kind of surface ornamentation, which is lacking here, or a specific type of crystalline structure in cross-section. Also, because eggshell is so brittle, the shell is almost always heavily cracked with apparent shifting of the eggshell bits – the more perfectly “egg-like” it is the less chance that it is a fossil egg. Also, eggs have a near perfect geometry, apparent even in broken shell bits, that this piece lacks. 
Sorry to bring bad news,
Carl"
62,26 Aug 2015,Possible dinosaur fossil,Rock,N,"From: Miguel Sent: Wednesday, August 26, 2015 11:55 PM To: Carl Mehling Subject: Did i found a dinosaur fossil
Carl, 
I found this. At first i thought it was a shiny rock but upon further examination think its a fossil what do you think. ","From: Carl Mehling  Sent: Friday, August 28, 2015 1:05 PM To: 'Miguel' Subject: RE: Did i found a dinosaur fossil
Hi Miguel,
Thanks for your email. I'm afraid I have to agree with your first assessment: I only see a shiny rock here. I see none of the fine details that I would want to see in order to confidently ID this as a fossil. Sorry!
Best,
Carl"
63,27 Aug 2015,Fossils,"Calamites, Favosites, horn coral, colonial coral, other coral or bryozoan",Y,"From: Erin  Sent: Thursday, August 27, 2015 4:16 PM  Subject: Fossil Identification
Hi Carl,
I came across the Fossil Identification page on the AMNH website.  I have a few fossils from a family cottage in northern Ontario and one from New Brunswick, Nova Scotia.  If you have a chance to look at them, we'd love to know what they are and what period they're from!
Thank you,
-Erin

From: Erin  Sent: Friday, August 28, 2015 2:22 PM  Subject: Re: Fossil Identification
Hi Carl,
That's very cool, thank you!!!  We knew they were old, but had no idea they'd be that old!  We will definitely have to do a bit of reading to learn more about these plants and corals.
Thanks again!
-Erin","From: Carl Mehling  Sent: Friday, August 28, 2015 12:22 PM To: 'Erin' Subject: RE: Fossil Identification
Hi Erin,
Thanks for your email. As soon as I opened your first image I knew we were almost certainly looking at a Pennsylvanian (~295-324 million years ago) fossil: I have collected on the other side of the water at Joggins in Nova Scotia and found much the same kind of fossils. Here is a little bit I found on the Web: http://www.capeenrage.ca/en/explore-a-beach/geology-and-fossils#!1 Your fossil is of a plant called Calamites. This was a giant relative of today’s horsetails and got to be up to 100 feet tall. What you have is a cast of the pith cavity in the center of the stem.
As for the other photos, they all appear to be fossil corals. Fossil 3 looks like a coral called Favosites. Fossil 9 appears to be a horn coral. Fossil 13 is hard to make out but I think it’s either a coral or a bryozoan. And Fossil 12 is a colonial coral of some kind. I couldn’t find anything about the fossils of Kapuskasing but Favosites was around from the Ordovician to the Permian (~250-500 million years ago). For comparison the oldest known dinosaurs are from about 245 million years ago.
Nice finds!
-Carl

From: Carl Mehling  Sent: Friday, August 28, 2015 1:09 PM To: 'Erin' Subject: RE: Fossil Identification
Oh! And somehow I missed the thing on the right side of your New Brunswick slab. This appears to be a plant called Artisia. This is also a pith cast kind of fossil. But it comes from a fossil tree called Cordaites. Two for one!
-Carl 

From: Carl Mehling  Sent: Friday, August 28, 2015 2:30 PM To: 'Erin' Subject: RE: Fossil Identification
My pleasure!"
64,27 Aug 2015,Possible fossil,Vinctifer comptoni,Y,"From: Melissa  Sent: Thursday, August 27, 2015 8:15 PM  Subject: Fossil Identification
Dear Carl, I read on the AMNH website that you may be able to identify, what I think, is a fossil. I inherited this piece from my grandfather. I don't know the origin, but am very interested in knowing what this is. Thank you, Melissa

From: Melissa Sent: Friday, August 28, 2015 1:35 PM  Subject: Re: Fossil Identification
Hi Carl, Thank you for your prompt response. Does this fossil have monetary value? 
Melissa","From: Carl Mehling  Sent: Friday, August 28, 2015 12:37 PM To: 'Melissa' Subject: RE: Fossil Identification
Hi Melissa,
Thanks for your email. What you have there is an Early Cretaceous fish called Vinctifer comptoni. Yours almost certainly came from Brazil and is ~110 million years old. It is in a concretion, which is a nodule of rock that accreted around the decaying fish and provided a sort of protective coffin for it. The head end is near the large round plate, which is the operculum, or gill cover. It is no longer legal to export these from Brazil so you are also lucky that your got ‘grandfathered’ in! Nice fossil!
Best,
Carl

From: Carl Mehling  Sent: Friday, August 28, 2015 2:11 PM To: 'Melissa' Subject: RE: Fossil Identification
Sorry, Melissa – we don’t do appraisals. But I can say these are common fossils and everything has a monetary value."
